title,district_name,open_date,house_type,decoration,min_frame_area,max_frame_area,converged_rooms,tags,longitude,latitude,average_price
云悦湾,江干,2020/06/01,住宅,精装修,0,0,,"地铁沿线,公交直达,配套齐全,购物方便",120.24866,30.305985,40230
金隅中铁诺德都会森林,江干,2020/05/21,住宅,精装修,124,189,"3室:124㎡,4室:143-189㎡","地铁沿线,近主干道,成熟商圈,配套齐全",120.218501,30.28365,59200
首开东城金茂府,江干,2020/05/01,住宅,精装修,120,165,"3室:120㎡,4室:145-165㎡","公交直达,配套齐全,购物方便,医疗配套",120.235048,30.306312,47170
金地宋都都会钱塘,钱塘新区,2019/10/13,住宅,毛坯,89,125,"3室:89㎡,4室:125㎡","公交直达,配套齐全,购物方便,医疗配套",120.394767,30.335762,24652
碧桂园良樾,余杭,2019/01/08,别墅,毛坯,139,156,"3室:139㎡,4室:156㎡","多轨交汇,近主干道,成熟商圈,配套齐全",119.979835,30.393591,20358
滨江碧桂园翡翠江南,萧山,2019/04/08,住宅,精装修,127,140,4室:127-140㎡,"地铁沿线,公交直达,成熟商圈,配套齐全",120.289064,30.221885,33300
滨江碧桂园卧城印象,萧山,2018/11/28,住宅,精装修,118,118,4室:118㎡,"地铁沿线,公交直达,配套齐全,购物方便",120.256102,30.137672,25200
融创金成江南府,余杭,2019/06/01,别墅,毛坯,148,237,"3室:148㎡,5室:237㎡","多轨交汇,公交直达,配套齐全,购物方便",119.973597,30.249253,38588
碧桂园越溪府,萧山,2019/04/01,别墅,毛坯,218,218,4室:218㎡,"公交直达,近主干道,成熟商圈,配套齐全",120.255725,30.060829,25000
新城璟隽公馆,萧山,2018/07/28,商业类,精装修,30,40,"1室:30-40㎡,2室:40㎡","临近高速,成熟商圈,配套齐全,医疗配套",120.294866,30.19836,23000
鸿盛家园,临安,2019/01/01,住宅,毛坯,129,138,3室:129-138㎡,"公交直达,配套齐全,购物方便,医疗配套",119.721824,30.250528,15000
大华春山明月,临安,2020/07/11,别墅,毛坯,139,162,"3室:139㎡,4室:159-162㎡","公交直达,近主干道,购物方便,娱乐丰富",119.816564,30.265298,27741
云水山居,富阳,2020/09/01,住宅,毛坯,146,156,"3室:146㎡,4室:156㎡","临近高速,购物方便,娱乐丰富,贴心物业",119.909025,30.120997,12600
朗诗枫荟,余杭,2019/06/01,商业类,精装修,40,62,"1室:40㎡,2室:40㎡,4室:62㎡","公交直达,配套齐全,购物方便,医疗配套",120.269134,30.430336,21000
绿城西溪云庐,西湖,2019/03/24,别墅,精装修,216,305,"4室:216-279.95㎡,5室:305.29㎡","配套齐全,购物方便,医疗配套,品牌房企",120.07478,30.261544,100000
滨江新希望新城未来海岸,钱塘新区,2019/05/28,别墅,毛坯,195,210,5室:195-210㎡,"开发区,近主干道,购物方便,娱乐丰富",120.539565,30.289959,32000
德信碧桂园印江南,萧山,2019/06/08,住宅,毛坯,120,132,4室:120-132㎡,"公交直达,近主干道,配套齐全,购物方便",120.262108,30.137726,26318
绿地华家池印,江干,2018/01/01,住宅,精装修,380,380,6室:380㎡,"地铁沿线,配套齐全,购物方便,医疗配套",120.203733,30.279915,56000
碧桂园东旭府,萧山,2018/08/01,住宅,精装修,89,89,3室:89㎡,"公交直达,购物方便,娱乐丰富,医疗配套",120.200829,30.089872,18156
润东府,钱塘新区,2018/07/01,住宅,毛坯,0,0,,,120.598898,30.298517,11500
德信时代之心,滨江,2018/07/01,商业类,精装修,42,65,"1室:42㎡,2室:42-53㎡,3室:65㎡","近主干道,成熟商圈,配套齐全,医疗配套",120.206586,30.187762,40000
三湘印象森林海尚,江干,2019/09/21,住宅,精装修,89,139,"2室:89㎡,3室:113-139㎡","地铁沿线,临近高速,配套齐全,购物方便",120.236719,30.305111,45800
绿城九龙仓桂语朝阳,萧山,2019/12/23,住宅,精装修,88,138,"3室:88-114㎡,4室:133-138㎡","多轨交汇,配套齐全,购物方便,医疗配套",120.272705,30.128365,29800
茂宸金座,江干,2016/09/15,住宅,精装修,220,220,4室:220.02㎡,"地铁沿线,临近高速,配套齐全,购物方便",120.201425,30.279993,70000
中栋国际,萧山,2014/11/16,住宅,毛坯,50,192,"1室:50-56㎡,2室:74-78㎡,3室:130-192㎡","地铁沿线,公交直达,配套齐全,购物方便",120.242229,30.201759,35000
新天地中心,下城,2018/08/11,商业类,精装修,55,130,"2室:55㎡,3室:130㎡","成熟商圈,配套齐全,医疗配套,视频看房",120.188507,30.332694,29000
恒大城市之光,滨江,2019/11/17,住宅,毛坯,89,89,2室:89㎡,"公交直达,临近高速,配套齐全,购物方便",120.192177,30.17762,31000
华元西溪欢乐城,余杭,2018/03/09,商业类,精装修,53,53,1室:53.67㎡,"公交直达,近主干道,配套齐全,购物方便",120.019097,30.246984,40000
东海水景城,余杭,2018/11/02,住宅,毛坯,129,129,4室:129㎡,"地铁沿线,多轨交汇,成熟商圈,配套齐全",120.301667,30.406373,23740
天润商业中心,萧山,2018/09/01,商业类,精装修,51,90,"2室:51㎡,3室:65㎡,4室:90㎡","地铁沿线,公交直达,配套齐全,购物方便",120.266368,30.181901,27000
湖景居,钱塘新区,2020/12/30,住宅,毛坯,82,128,"2室:82㎡,3室:89-128㎡","地铁沿线,配套齐全,购物方便,医疗配套",120.322543,30.309734,31500
潮闻天下,钱塘新区,2018/12/01,别墅,毛坯,180,280,6室:180-280㎡,"开发区,购物方便,美食云集,医疗配套",120.422053,30.293017,27000
信融御金台,萧山,2016/04/01,商业类,毛坯,415,418,6室:415-418㎡,"地铁沿线,公交直达,配套齐全,购物方便",120.248074,30.243816,31280
嘉和银领时代,余杭,2016/03/20,别墅,毛坯,350,350,5室:350㎡,"公交直达,配套齐全,购物方便,医疗配套",120.268636,30.401962,21000
科尔世纪外滩,萧山,2016/09/20,别墅,毛坯,325,373,"4室:325-370㎡,5室:335㎡,6室:373㎡","公交直达,购物方便,娱乐丰富,现房",120.315752,30.275092,45000
光明尚海湾,萧山,2018/11/01,住宅,毛坯,88,130,"3室:88-89㎡,4室:130㎡","公交直达,配套齐全,购物方便,医疗配套",120.286396,30.140425,22799
金铂湾,滨江,2016/07/16,商业类,毛坯,88,88,2室:88㎡,"地铁沿线,公交直达,配套齐全,购物方便",120.215981,30.220243,40000
潮闻天下,钱塘新区,2020/04/05,住宅,毛坯,83,132,"3室:83-88㎡,4室:123-132㎡","临近高速,购物方便,美食云集,医疗配套",120.422053,30.293017,13500
天地墅园,萧山,2018/03/01,别墅,毛坯,300,380,"4室:300㎡,5室:338-380㎡","地铁沿线,公交直达,配套齐全,购物方便",120.286763,30.120884,27000
梦溪东明山居,余杭,2016/11/30,别墅,毛坯,275,600,"3室:275㎡,5室:502㎡,6室:600㎡","开发区,临近高速,成熟商圈,菜市场",120.013086,30.440563,24000
宋都时间国际,江干,2014/12/21,写字楼,毛坯,0,0,,"公交直达,配套齐全,购物方便,医疗配套",120.229411,30.310579,23000
绿野御墅,余杭,2012/08/02,别墅,毛坯,395,501,"5室:417-466㎡,6室:411-501㎡,10室:395㎡","多轨交汇,公交直达,购物方便,娱乐丰富",120.011803,30.211209,35280
西溪智慧健康谷,余杭,2017/03/01,商业类,毛坯,43,49,1室:43.49-49.7㎡,"地铁沿线,配套齐全,购物方便,医疗配套",120.019922,30.289914,25000
金骏大厦,江干,2017/04/01,写字楼,毛坯,0,0,,"地铁沿线,成熟商圈,配套齐全,医疗配套",120.220255,30.280583,28000
青山湖玫瑰园,临安,2020/09/11,别墅,毛坯,225,225,4室:225㎡,"购物方便,娱乐丰富,低密居所,车位充足",119.803896,30.260657,28344
南洋名都,临安,2016/11/19,住宅,毛坯,101,134,"2室:101㎡,3室:116-134㎡","公交直达,近主干道,成熟商圈,配套齐全",119.703094,30.222904,15289
万科君望,富阳,2019/06/01,别墅,毛坯,164,240,"3室:164㎡,4室:177-240㎡","公交直达,购物方便,美食云集,品牌房企",120.004449,30.078641,24500
绿城曼陀花园,临安,2020/08/16,别墅,毛坯,0,0,,"美食云集,超市,现房,车位充足",119.767422,30.244291,25126
澳海澜庭,富阳,2019/11/01,别墅,毛坯,76,123,"2室:76-81㎡,3室:123㎡","近主干道,临近高速,贴心物业,健身跑道",119.811138,30.010224,9486
杭州港龙城,江干,2016/03/18,商业,毛坯,0,0,,"地铁沿线,多轨交汇,配套齐全,购物方便",120.23119,30.298443,25000
玲珑府,滨江,2014/10/01,商业,毛坯,168,168,0室:168.9㎡,"地铁沿线,公交直达,成熟商圈,配套齐全",120.232076,30.189648,35000
金色和庄,钱塘新区,2019/10/01,住宅,毛坯,88,89,3室:88-89㎡,"开发区,配套齐全,购物方便,医疗配套",120.461597,30.307809,12000
雷威沁园,临安,2018/10/01,住宅,毛坯,89,89,3室:89㎡,"公交直达,配套齐全,购物方便,医疗配套",119.725581,30.252478,16396
阳光城西郊半岛,富阳,2020/09/26,住宅,精装修,97,140,"2室:140㎡,3室:97-123㎡","成熟商圈,购物方便,医疗配套,品牌房企",119.991071,30.064468,21100
滨江金茂府,滨江,2018/10/01,住宅,毛坯,188,188,4室:188㎡,"地铁沿线,公交直达,配套齐全,购物方便",120.225293,30.222372,65981
中旅城仕公馆,江干,2017/04/01,商业,毛坯,0,0,,"公交直达,成熟商圈,配套齐全,医疗配套",120.222839,30.352837,30000
新天地G193广场,下城,2016/06/01,商业,毛坯,0,0,,"公交直达,成熟商圈,配套齐全,医疗配套",120.185655,30.330928,30000
东海闲湖城,余杭,2018/09/25,住宅,毛坯,118,118,3室:118㎡,"公交直达,成熟商圈,配套齐全,三甲医院",120.001544,30.234317,18928
英冠乐创城,萧山,2017/06/11,商业类,精装修,43,43,2室:43㎡,"地铁沿线,配套齐全,购物方便,医疗配套",120.255341,30.213202,40000
玖玖国际财富中心,余杭,2018/10/01,商业,毛坯,0,0,,"多轨交汇,公交直达,成熟商圈,配套齐全",120.292216,30.439488,40000
碧桂园深蓝国际,萧山,2018/07/28,商业类,精装修,86,273,"2室:86㎡,3室:113㎡,4室:273㎡","地铁沿线,近主干道,成熟商圈,配套齐全",120.241822,30.241909,40000
金色黎明三期,江干,2018/03/01,商业,毛坯,0,0,,"地铁沿线,配套齐全,购物方便,医疗配套",120.229076,30.315417,35000
华元天鹅堡,西湖,2010/07/09,商业类,精装修,51,128,"1室:51.96-128㎡,2室:123㎡","近主干道,配套齐全,购物方便,医疗配套",120.112017,30.270039,27000
新天地金色时光,江干,2018/12/01,住宅,毛坯,68,130,"2室:68-72㎡,3室:89㎡,4室:120-130㎡","地铁沿线,临近高速,配套齐全,购物方便",120.202143,30.307871,34742
雅居乐国际花园,余杭,2018/10/01,商业,毛坯,0,0,,"配套齐全,购物方便,医疗配套,视频看房",119.985905,30.237546,22000
金隅空港公馆,钱塘新区,2017/06/09,商业类,精装修,52,55,1室:52-55㎡,"公交直达,购物方便,娱乐丰富,医疗配套",120.377468,30.276502,20000
天达广场,江干,2016/10/22,写字楼,毛坯,0,0,,"地铁沿线,公交直达,配套齐全,购物方便",120.251559,30.297878,14500
三花国际,江干,2017/07/01,商业类,精装修,52,52,2室:52㎡,"地铁沿线,配套齐全,购物方便,医疗配套",120.230362,30.301099,42000
绿城西溪世纪广场,西湖,2015/09/20,写字楼,毛坯,0,0,,"地铁沿线,多轨交汇,配套齐全,购物方便",120.077409,30.299491,45000
千岛湖嘉苑,淳安,2018/11/01,住宅,精装修,94,143,3室:94-143㎡,"近主干道,配套齐全,购物方便,医疗配套",119.06046,29.611651,14000
钱江西溪和景,西湖,2017/10/08,写字楼,毛坯,0,0,,"配套齐全,购物方便,医疗配套,现房",120.113467,30.27055,28000
富阳财富中心,富阳,2014/01/08,写字楼,毛坯,0,0,,"近主干道,临近高速,成熟商圈,配套齐全",119.953855,30.071189,17500
昆盛肖邦,江干,2016/12/01,商业,毛坯,0,0,,"地铁沿线,成熟商圈,配套齐全,医疗配套",120.278625,30.330196,35000
英冠乐创城,萧山,2018/03/01,商业,毛坯,0,0,,"地铁沿线,近主干道,配套齐全,购物方便",120.255341,30.213202,32000
富春新天地,富阳,2018/12/03,商业类,精装修,36,47,"1室:40-47㎡,2室:36㎡","公交直达,开发区,配套齐全,购物方便",119.947237,30.081361,25000
御湖公馆,萧山,2018/05/16,商业类,毛坯,84,210,"2室:84㎡,3室:125㎡,4室:136-210㎡,5室:150.71㎡","地铁沿线,公交直达,配套齐全,购物方便",120.272927,30.127482,21000
西溪十九府,西湖,2019/09/01,商业类,毛坯,220,355,4室:220-355㎡,"公交直达,购物方便,娱乐丰富,医疗配套",120.036639,30.217824,21000
宝嘉誉府,西湖,2017/07/01,商业,毛坯,0,0,,"地铁沿线,公交直达,配套齐全,购物方便",120.089846,30.319632,40000
天阳武林邸,拱墅,2017/09/01,商业,毛坯,0,0,,"地铁沿线,公交直达,成熟商圈,配套齐全",120.127036,30.313674,80000
钱塘航空大厦,江干,2017/06/01,商业类,精装修,110,140,"3室:110㎡,4室:140㎡","地铁沿线,公交直达,配套齐全,购物方便",120.215114,30.243317,35000
景瑞阳光城法兰公园,余杭,2018/10/23,住宅,精装修,87,150,"3室:87-107㎡,4室:150㎡","公交直达,配套齐全,购物方便,医疗配套",120.294255,30.443902,18960
中欧城,桐庐,2018/09/01,商业类,精装修,47,47,2室:47㎡,"公交直达,配套齐全,购物方便,医疗配套",119.717662,29.807008,15000
碧桂园越溪府,萧山,2018/10/20,住宅,精装修,121,121,3室:121㎡,"公交直达,配套齐全,购物方便,医疗配套",120.255725,30.060829,15338
西溪智慧健康谷,余杭,2017/10/31,商业,毛坯,0,0,,"地铁沿线,配套齐全,购物方便,医疗配套",120.019922,30.289914,40000
易辰江南大院,临安,2018/09/30,别墅,毛坯,138,180,"4室:138-160㎡,5室:180㎡","超市,现房,低密居所,天然氧吧",119.776769,30.27512,26587
绿城桃李春风,临安,2018/11/24,别墅,精装修,145,190,"3室:145-149㎡,4室:162-190㎡","超市,亲子乐园,医疗配套,品牌房企",119.800965,30.282052,49861
中欧城,桐庐,2017/11/30,商业,毛坯,0,0,,"公交直达,近主干道,成熟商圈,配套齐全",119.717662,29.807008,25000
璞玉公馆,江干,2018/11/01,商业类,毛坯,48,48,2室:48㎡,"地铁沿线,临近高速,配套齐全,购物方便",120.288594,30.322423,34000
华瑞中心,萧山,2017/08/01,商业类,毛坯,140,140,3室:140㎡,"地铁沿线,公交直达,成熟商圈,配套齐全",120.274228,30.201861,24000
O纪元,萧山,2018/05/01,商业类,精装修,43,56,"1室:43-48㎡,2室:46-56㎡","多轨交汇,公交直达,成熟商圈,配套齐全",120.256149,30.243348,45000
东方铭楼,钱塘新区,2017/05/01,商业,毛坯,0,0,,"地铁沿线,公交直达,配套齐全,购物方便",120.339871,30.314738,25000
德信杭州之翼,江干,2018/01/01,商业类,精装修,0,0,,"多轨交汇,配套齐全,购物方便,医疗配套",120.229515,30.300742,32000
复地壹中心,拱墅,2018/12/01,商业,毛坯,0,0,,"近主干道,自持商业",120.116095,30.324523,50000
力雅广场,桐庐,2018/05/01,商业类,精装修,46,46,"1室:46㎡,2室:46㎡","公交直达,近主干道,配套齐全,购物方便",119.680133,29.813522,17500
朗诗乐府,下城,2018/06/26,住宅,精装修,0,0,,"公交直达,配套齐全,购物方便,医疗配套",120.190506,30.302486,42000
北辰国颂府,萧山,2018/09/18,住宅,毛坯,0,0,,"地铁沿线,公交直达,配套齐全,购物方便",120.262249,30.184059,36700
星耀星澜之城,滨江,2018/01/01,商业类,精装修,0,0,,"地铁沿线,配套齐全,购物方便,医疗配套",120.228787,30.220902,48000
融创金成江南府,余杭,2018/12/01,住宅,精装修,147,147,4室:147㎡,"多轨交汇,公交直达,成熟商圈,配套齐全",119.973597,30.249253,28000
滨江春盛大江名筑,钱塘新区,2018/01/06,别墅,毛坯,252,252,5室:252㎡,"配套齐全,购物方便,医疗配套,现房",120.501585,30.279749,15500
招商越秀公园1872,江干,2020/08/17,住宅,精装修,114,158,"3室:114-117㎡,4室:137-158㎡","地铁沿线,公交直达,配套齐全,购物方便",120.24984,30.305866,42310
中海钱江湾,江干,2018/03/01,住宅,精装修,138,138,3室:138㎡,"配套齐全,购物方便,医疗配套,品牌房企",120.241477,30.276214,47000
佳源湘湖印象,萧山,2019/12/23,别墅,毛坯,202,202,6室:202㎡,"近主干道,购物方便,超市,医疗配套",120.240943,30.125765,32064
保亿绿城奥邸国际,萧山,2018/07/15,商业类,毛坯,149,222,"3室:149㎡,4室:222㎡","地铁沿线,多轨交汇,成熟商圈,配套齐全",120.242986,30.239886,45000
中赢云际,滨江,2018/04/22,商业类,精装修,50,57,"2室:57㎡,3室:50㎡","地铁沿线,成熟商圈,配套齐全,医疗配套",120.210354,30.200268,46000
迪凯城星国际,江干,2017/04/20,写字楼,毛坯,0,0,,"成熟商圈,配套齐全,医疗配套,现房",120.212876,30.247592,47000
都会艺境,萧山,2018/07/01,商业,毛坯,0,0,,"地铁沿线,配套齐全,购物方便,医疗配套",120.238634,30.174444,30000
都会艺境,萧山,2018/07/01,商业类,毛坯,0,0,,"地铁沿线,配套齐全,购物方便,医疗配套",120.238634,30.174444,33500
保亿中心,萧山,2014/06/01,写字楼,精装修,0,0,,"地铁沿线,公交直达,配套齐全,购物方便",120.251838,30.245236,30000
佳源湘湖印象,萧山,2021/04/03,住宅,精装修,86,128,"3室:86㎡,4室:119-128㎡","近主干道,购物方便,超市,医疗配套",120.240943,30.125765,20000
融创微风之城,富阳,2019/06/26,住宅,毛坯,91,91,3室:91㎡,"公交直达,购物方便,娱乐丰富,医疗配套",120.049163,30.086632,11800
融创金成十锦台,临安,2019/05/01,住宅,精装修,125,138,4室:125-138㎡,"公交直达,近主干道,成熟商圈,配套齐全",119.722595,30.249515,20000
杭州中央车站广场,江干,2019/06/01,商业类,精装修,65,65,2室:65㎡,"多轨交汇,公交直达,配套齐全,购物方便",120.22304,30.299933,35000
苕溪壹号,临安,2018/09/03,住宅,毛坯,143,143,3室:143㎡,"成熟商圈,配套齐全,医疗配套,现房",119.726356,30.246234,21500
保利中心,江干,2018/04/01,写字楼,毛坯,0,0,,"地铁沿线,近主干道,配套齐全,购物方便",120.213346,30.282188,29000
旭辉东原吴越府,临安,2019/03/01,别墅,毛坯,165,186,"3室:165㎡,4室:186㎡","配套齐全,成熟商圈,医疗配套,品牌房企",119.716744,30.220044,16000
星南站,萧山,2019/08/15,商业类,毛坯,35,39,"0室:39.87㎡,2室:35㎡","地铁沿线,公交直达,配套齐全,购物方便",120.298046,30.151945,27500
居艺空间,钱塘新区,2018/03/17,商业,毛坯,0,0,,"地铁沿线,临近高速,配套齐全,购物方便",120.302735,30.322547,35000
大江东宝龙广场,钱塘新区,2018/03/01,别墅,毛坯,0,0,,"公交直达,购物方便,超市,医疗配套",120.500219,30.309134,15000
西溪永乐城,余杭,2016/04/23,商业类,精装修,40,55,"0室:40㎡,1室:55㎡","地铁沿线,成熟商圈,配套齐全,医疗配套",120.011668,30.280345,21000
运河公馆,拱墅,2018/03/01,商业,毛坯,0,0,,"地铁沿线,公交直达,配套齐全,购物方便",120.141427,30.334455,30000
绿城桃源小镇,余杭,2020/06/01,别墅,毛坯,208,236,"5室:227㎡,6室:208-236㎡","公交直达,购物方便,娱乐丰富,医疗配套",119.974505,30.24451,43000
绿城雄凯国际,萧山,2018/06/30,商业类,精装修,40,40,2室:40㎡,"多轨交汇,公交直达,成熟商圈,配套齐全",120.294298,30.169241,37000
新城璟隽公馆,萧山,2019/09/01,住宅,精装修,89,129,"3室:89㎡,4室:118-129㎡","临近高速,配套齐全,购物方便,医疗配套",120.294866,30.19836,32000
滨江江南名府,萧山,2018/09/28,住宅,精装修,90,115,"3室:90㎡,4室:115㎡","地铁沿线,公交直达,配套齐全,购物方便",120.291298,30.205104,31000
蒲公英天地,钱塘新区,2018/11/01,商业,毛坯,0,0,,"地铁沿线,近主干道,配套齐全,购物方便",120.381975,30.312606,26000
青枫墅园,余杭,2017/12/31,别墅,毛坯,459,459,8室:459㎡,"购物方便,娱乐丰富,医疗配套,品牌房企",119.991683,30.265373,33333
朝阳银座,萧山,2016/05/01,底商,毛坯,0,0,,"多轨交汇,成熟商圈,配套齐全,医疗配套",120.27421,30.132898,13000
融创微风之城,富阳,2019/10/01,别墅,毛坯,146,146,4室:146㎡,"公交直达,临近高速,购物方便,娱乐丰富",120.049163,30.086632,18000
奥克斯缔逸城,余杭,2018/01/19,底商,毛坯,0,0,,"地铁沿线,多轨交汇,成熟商圈,配套齐全",120.077387,30.356669,29500
绿城杨柳郡,江干,2019/10/01,住宅,精装修,107,107,3室:107㎡,"地铁沿线,配套齐全,购物方便,医疗配套",120.246358,30.308035,35377
绿城桃李春风,临安,2020/08/21,住宅,毛坯,81,118,"2室:81㎡,3室:99-115㎡,4室:118㎡","超市,亲子乐园,医疗配套,视频看房",119.800965,30.282052,28600
中栋国际,萧山,2018/07/15,写字楼,毛坯,0,0,,"地铁沿线,公交直达,配套齐全,购物方便",120.242229,30.201759,23000
宋都麓宸府,富阳,2019/04/01,住宅,精装修,125,172,4室:125-172㎡,"多轨交汇,公交直达,购物方便,美食云集",119.932727,30.014195,24200
糖朝,萧山,2018/07/25,商业类,精装修,32,62,"1室:41-46.2㎡,2室:32.28-62.67㎡","地铁沿线,多轨交汇,成熟商圈,配套齐全",120.276146,30.191418,35000
碧桂园玖晟府,临安,2020/05/01,住宅,毛坯,90,140,"3室:90㎡,4室:115-140㎡","购物方便,美食云集,医疗配套,品牌房企",119.70332,30.203731,17000
东方文化园步行街,萧山,2018/07/28,商业,毛坯,0,0,,"公交直达,近主干道,购物方便,娱乐丰富",120.199899,30.105828,40000
成龙官山邸,临安,2019/05/01,别墅,毛坯,278,395,"4室:278㎡,5室:306-364㎡,6室:395㎡","临近高速,配套齐全,购物方便,医疗配套",119.74599,30.230652,19016
杭钢尚堂府,拱墅,2015/01/25,底商,毛坯,0,0,,"近主干道,配套齐全,购物方便,医疗配套",120.156977,30.33952,28000
中骏柏景湾,临安,2019/09/01,住宅,毛坯,89,129,"3室:89-118㎡,4室:129㎡","公交直达,临近高速,配套齐全,购物方便",119.745396,30.236211,19777
振泽左右办公世界,萧山,2016/06/01,写字楼,毛坯,0,0,,"地铁沿线,多轨交汇,成熟商圈,配套齐全",120.260965,30.24311,32000
旭辉东原吴越府,临安,2021/01/15,住宅,毛坯,97,139,"3室:97㎡,4室:129-139㎡","配套齐全,购物方便,医疗配套,品牌房企",119.716744,30.220044,18500
大家金钰府,富阳,2018/12/29,住宅,精装修,93,119,"3室:93-95㎡,4室:115-119㎡","公交直达,近主干道,成熟商圈,配套齐全",119.930136,30.070172,19800
城中府,临安,2018/08/27,住宅,毛坯,93,136,"3室:93-117㎡,4室:136㎡","公交直达,近主干道,配套齐全,购物方便",119.698877,30.228091,16700
天阳蓝光蔚蓝,临安,2019/04/30,住宅,毛坯,124,129,4室:124-129㎡,"公交直达,成熟商圈,购物方便,医疗配套",119.834911,30.258151,18500
国能悦玺台,临安,2019/08/10,住宅,毛坯,89,139,"3室:89-111㎡,4室:120㎡,5室:132-139㎡","公交直达,开发区,购物方便,娱乐丰富",119.821827,30.253772,17536
绿城国际社区,临安,2019/04/12,住宅,毛坯,90,140,"3室:90㎡,4室:120-140㎡","公交直达,购物方便,超市,贴心物业",119.830766,30.275634,16500
群升星河印象中心,余杭,2020/05/01,商业类,精装修,34,55,"1室:34㎡,2室:55㎡","多轨交汇,临近高速,成熟商圈,购物方便",120.254764,30.471565,13000
千岛湖雨润星雨华府,淳安,2020/05/01,住宅,毛坯,82,115,3室:82-115㎡,"购物方便,美食云集,医疗配套,现房",119.114978,29.608986,13500
万科桂语东方,海宁市,2018/08/05,住宅,精装修,89,115,"3室:89㎡,4室:115㎡","公交直达,近主干道,成熟商圈,购物方便",120.348902,30.432345,20000
万科潮起东方,海宁市,2018/08/23,住宅,精装修,108,120,4室:108-120㎡,"公交直达,成熟商圈,购物方便,品牌房企",120.390406,30.353482,21500
金地玖峯汇,江干,2019/04/21,住宅,精装修,114,128,"3室:123㎡,4室:114-128㎡","地铁沿线,公交直达,配套齐全,购物方便",120.278009,30.327087,34028
金地玖峯汇,江干,2019/07/01,别墅,精装修,145,155,"4室:155㎡,5室:145-155㎡","地铁沿线,公交直达,配套齐全,购物方便",120.278009,30.327087,46000
保利融信和光尘樾,余杭,2020/07/22,住宅,精装修,89,116,"2室:89㎡,3室:92-116㎡,4室:106-113㎡","地铁沿线,公交直达,配套齐全,购物方便",120.048742,30.365423,25909
越秀湖山悦,临安,2019/06/07,住宅,毛坯,95,165,"3室:95㎡,4室:128-165㎡","临近高速,配套齐全,购物方便,医疗配套",119.746678,30.238949,18000
金科博翠碧蓝湾,江干,2020/06/01,住宅,精装修,110,138,"3室:110㎡,4室:138㎡","地铁沿线,配套齐全,购物方便,医疗配套",120.240101,30.300995,40400
德信杭州ONE,余杭,2018/06/03,商业类,精装修,80,80,2室:80㎡,"多轨交汇,临近高速,配套齐全,购物方便",120.135759,30.358088,26000
中梁申花百悦公馆,拱墅,2019/04/01,商业类,精装修,36,36,2室:36㎡,"地铁沿线,近主干道,成熟商圈,配套齐全",120.118742,30.325556,40000
融创江南壹号院,萧山,2020/12/01,住宅,精装修,103,233,"3室:103-108㎡,4室:126-169㎡,5室:233㎡","公交直达,开发区,购物方便,美食云集",120.35289,30.235612,28800
龙湖璟宸府,江干,2019/12/01,别墅,毛坯,166,174,4室:166-174㎡,"地铁沿线,临近高速,配套齐全,购物方便",120.238679,30.316595,49800
恒伟科技园,临安,2018/10/01,商业类,毛坯,40,40,2室:40㎡,"近主干道,购物方便,娱乐丰富,医疗配套",119.83387,30.272785,11950
龙湖璟宸府,江干,2019/05/01,住宅,精装修,139,139,4室:139㎡,"地铁沿线,临近高速,配套齐全,购物方便",120.238679,30.316595,45000
时代滨江翡翠之星,萧山,2019/01/22,住宅,精装修,89,89,3室:89㎡,"地铁沿线,公交直达,成熟商圈,配套齐全",120.242818,30.209344,39800
宝龙旭辉城,临安,2019/07/26,住宅,毛坯,95,142,"3室:95-103㎡,4室:125-142㎡","近主干道,购物方便,娱乐丰富,医疗配套",119.829531,30.263693,19781
天城府天著,江干,2019/07/24,住宅,毛坯,85,139,"3室:85-90㎡,4室:127-139㎡","地铁沿线,多轨交汇,成熟商圈,配套齐全",120.20279,30.304287,34800
碧桂园中梁凤鸣公馆,临安,2019/10/18,住宅,毛坯,118,138,4室:118-138㎡,"公交直达,近主干道,成熟商圈,配套齐全",119.70045,30.226378,17000
春天学府,临安,2019/06/15,住宅,毛坯,72,141,"2室:72㎡,3室:89-117㎡,4室:131㎡,5室:141㎡","近主干道,成熟商圈,配套齐全,医疗配套",119.702146,30.228067,18500
湖滨外滩,临安,2020/04/10,住宅,毛坯,85,132,"3室:85-89㎡,4室:112-132㎡","近主干道,成熟商圈,配套齐全,医疗配套",119.743621,30.237202,19592
杭佑名座,萧山,2019/04/30,商业类,精装修,50,50,2室:50㎡,"地铁沿线,近主干道,购物方便,娱乐丰富",120.256826,30.125346,28000
德信金茂佳源府,萧山,2020/06/06,住宅,精装修,89,147,"3室:89㎡,4室:120-147㎡","公交直达,购物方便,娱乐丰富,医疗配套",120.247899,30.133395,25200
滨江东方海岸(萧山),萧山,2019/05/01,商业类,毛坯,49,125,"2室:49.4-78.65㎡,3室:89.99㎡,4室:73.63-125.92㎡","公交直达,配套齐全,购物方便,医疗配套",120.18433,30.126369,18000
中海云宸,滨江,2019/08/18,住宅,精装修,139,139,4室:139㎡,"公交直达,成熟商圈,配套齐全,医疗配套",120.199638,30.187021,47000
都会风华,江干,2019/06/19,住宅,精装修,119,139,4室:119-139㎡,"多轨交汇,成熟商圈,配套齐全,医疗配套",120.226981,30.305437,45800
